name:en,addr:street,addr:housenumber,category,geometry
,,,Tourism / Beach,POINT (30.731422017333937 46.466579517446455)
,,,Tourism / Beach,POINT (30.731460860543063 46.46646511013848)
,,,Tourism / Beach,POINT (30.731494176183475 46.46636704441784)
,,,Tourism / Beach,POINT (30.73161145821796 46.46587786076588)
,,,Tourism / Beach,POINT (30.731680216570677 46.465715635735215)
,,,Tourism / Beach,POINT (30.731769003918274 46.465542615858254)
,,,Tourism / Beach,POINT (30.731792237613288 46.46542134699978)
,,,Tourism / Beach,POINT (30.731798056281093 46.4652471201984)
,,,Tourism / Beach,POINT (30.7318005680314 46.465080733276885)
,,,Tourism / Beach,POINT (30.731784413714756 46.46496999666879)
,,,Tourism / Beach,POINT (30.73178637385011 46.46480207921171)
,,,Tourism / Beach,POINT (30.731807434042178 46.464630886592424)
,,,Tourism / Beach,POINT (30.731769808082486 46.46450605716044)
,,,Tourism / Beach,POINT (30.73179637899651 46.464415575027736)
,,,Tourism / Beach,POINT (30.73233648360999 46.46657752588717)
Pryvoz Bus Station,вулиця Новощіпний Ряд,5,Transport Hub,POINT (30.736518485183712 46.46742427347339)
ATB-Market,,,Mall / Supermarket,POINT (30.68766163663869 46.465506990658675)
,,,Tourism / Beach,POINT (30.744032299999933 46.47122130000075)
,,,Mall / Supermarket,POINT (30.72893460910423 46.4234754065386)
,,,Mall / Supermarket,POINT (30.7244189763481 46.39615137141754)
Odesa Passage,,,Tourism / Beach,POINT (30.733177052865326 46.48397889685749)
,,,Sport Facility,POINT (30.736186949623242 46.44377256656885)
,,,Sport Facility,POINT (30.748040484722406 46.46327824189116)
,,8,Tourism / Beach,POINT (30.728530904414463 46.48103470939885)
Odesa Oblast Philharmonic Orchestra,вулиця Ніни Строкатої,15,Entertainment,POINT (30.743152277495234 46.48047243240099)
,,6,Office / Business Center,POINT (30.743600660948218 46.48406842921453)
,,,Sport Facility,POINT (30.729520035171674 46.5221140442594)
Potemkin Stairs,,,Tourism / Beach,POINT (30.742019449140805 46.488579260542195)
Odesa National Medical University,,,University,POINT (30.72571732393262 46.49349900022271)
,,,Market,POINT (30.61945183970942 46.48607650212147)
